cell_id,size,x,y,solidity,eccentricity,memref,DAPI,CD103,GranzymeB,CD4,CD8,CD20,CD3,Unstained,DAPI_local_90,DAPI_ratio_pixels,DAPI_otsu3,CD103_local_90,CD103_ratio_pixels,CD103_otsu3,GranzymeB_local_90,GranzymeB_ratio_pixels,GranzymeB_otsu3,CD4_local_90,CD4_ratio_pixels,CD4_otsu3,CD8_local_90,CD8_ratio_pixels,CD8_otsu3,CD20_local_90,CD20_ratio_pixels,CD20_otsu3,CD3_local_90,CD3_ratio_pixels,CD3_otsu3,Unstained_local_90,Unstained_ratio_pixels,Unstained_otsu3
1,1183.0,158,93,0.9633550488599348,0.49903014044678884,0,2680.6179205409976,5808.211327134404,8864.869822485207,6321.384615384615,2092.396449704142,1281.8377007607776,1876.38292476754,13342.475908706678,12762.2,0.33981403212172445,0.06641093581432994,13635.400000000003,0.746407438715131,0.0827171922020406,15107.799999999997,0.3220625528317836,-0.015869214252429126,10500.799999999997,0.03888419273034658,-0.10253894434642073,4112.999999999999,0.5401521555367709,0.04480765065776862,1923.8,0.0566356720202874,-0.02802796797801206,3773.600000000001,0.08875739644970414,-0.030853043208011584,15344.8,0.25359256128486896,-0.014402569343893112
2,803.0,56,518,0.9674698795180723,0.6148011745947488,0,1401.0610211706103,2222.6687422166874,18213.219178082192,12140.580323785804,2737.39601494396,606.574097135741,6032.276463262765,18053.85305105853,8610.1,0.25155666251556663,0.0002155452623181786,3971.0,0.32503113325031135,-0.01778010543004968,28737.4,0.9066002490660025,0.158082691287047,21158.80000000002,0.34869240348692404,-0.012805779991737792,4256.6,0.8605230386052304,0.09052960183376763,945.6000000000001,0.0012453300124533001,-0.047216499239557244,9547.0,0.763387297633873,0.03491413152407408,22207.4,0.9115815691158157,0.0586544968588989
3,724.0,671,728,0.9476439790575916,0.6937986545250733,0,1058.4088397790056,4500.46685082873,5706.729281767955,9988.002762430939,528.6629834254144,1196.896408839779,848.1726519337017,13739.171270718232,7214.199999999999,0.2085635359116022,-0.01751089971396764,5949.200000000001,0.9682320441988951,0.04606310631421967,6947.7,0.0,-0.0746351572143623,14499.000000000002,0.18093922651933703,-0.045998957499137405,1274.2000000000003,0.07458563535911603,-0.06604040110934895,1865.1000000000001,0.04005524861878453,-0.030441690006968287,1645.0,0.0,-0.04712451023391461,16696.0,0.430939226519337,-0.008251204583832411
4,756.0,661,759,0.9569620253164557,0.6099573054148358,0,1235.771164021164,3458.8320105820108,10075.145502645502,14908.021164021164,1139.3227513227514,1192.9338624338625,2714.01455026455,16431.818783068782,6958.4,0.24867724867724866,-0.008335404409148275,5448.6,0.6759259259259259,0.016867668222210072,14042.5,0.5582010582010583,0.006651313466822406,24337.5,0.49867724867724866,0.029868712533094283,2175.1000000000004,0.373015873015873,-0.022752688066367655,2398.0,0.11904761904761904,-0.030554291138107398,4336.5,0.20238095238095238,-0.0175974905898063,19733.0,0.8240740740740741,0.033502389243805636
5,876.0,367,95,0.9647577092511013,0.5981575595456564,0,1072.4703196347032,4728.819634703196,9667.687214611871,9236.627853881278,842.12100456621,733.4623287671233,11056.174657534246,14154.020547945205,6486.9,0.23515981735159816,-0.01678345636913072,7413.8,0.865296803652968,0.052463487049531826,15653.0,0.4452054794520548,-0.0009305753710040499,15163.5,0.158675799086758,-0.05758530921154545,1612.4,0.1358447488584475,-0.04382036700282058,1102.5,0.0,-0.04361079801960378,23651.5,0.776255707762557,0.11441751324412094,18587.0,0.5296803652968036,-0.0018183357654762144
6,730.0,511,187,0.9681697612732095,0.8095115708570879,0,1100.1054794520549,4892.767123287671,6199.17397260274,4900.165753424658,3437.8191780821917,725.3643835616439,3602.5780821917806,11718.128767123288,5198.400000000001,0.28904109589041094,-0.015353805059386709,6135.5,0.9945205479452055,0.057058685451473495,11002.9,0.1506849315068493,-0.06547186120508104,7683.5,0.0,-0.12445442409908006,4758.5,0.9808219178082191,0.14018035416510893,1129.1,0.0,-0.043840912117113925,6858.200000000001,0.26301369863013696,-0.0035359385977942956,15878.400000000001,0.1958904109589041,-0.03959054158076125
7,976.0,155,165,0.9692154915590864,0.583028844338519,0,674.5993852459017,3778.627049180328,6571.267418032787,4455.5286885245905,1432.8647540983607,460.4364754098361,862.8616803278688,11237.922131147541,5043.799999999999,0.17418032786885246,-0.03736653626508527,4690.0,0.9016393442622951,0.025831036084711254,8125.5,0.014344262295081968,-0.05854803311423705,5401.5,0.0,-0.13131081677294387,1897.5,0.5338114754098361,-0.0019444366468164276,577.5,0.0,-0.051369197989973685,1244.4,0.0,-0.04689205579587491,13439.5,0.030737704918032786,-0.047036875621849605
8,605.0,611,322,0.8989598811292719,0.7953911706505061,0,2718.307438016529,3739.333884297521,5350.816528925619,10662.403305785125,1827.5388429752065,821.4876033057851,2906.3950413223142,12907.735537190083,8417.0,0.509090909090909,0.0683607297861629,5089.0,0.8016528925619835,0.024729708519186072,6894.800000000001,0.01487603305785124,-0.08125789874954654,15434.6,0.26611570247933886,-0.03559956592852545,3501.0000000000005,0.4826446280991736,0.026032744105777744,1224.0,0.0,-0.0411094404412837,4042.8,0.12727272727272726,-0.0145530619360777,15549.2,0.31074380165289256,-0.021143879823456974
9,798.0,899,312,0.9556886227544911,0.8078385328066983,0,1608.3383458646617,4576.670426065163,9778.24060150376,7467.146616541353,869.8634085213033,2110.404761904762,1761.3007518796992,14328.411027568922,5870.900000000001,0.38471177944862156,0.010938635003345146,6049.8,0.8884711779448622,0.04819897646491292,16749.5,0.3433583959899749,0.0011265762802843138,12015.0,0.08145363408521303,-0.08487106460614721,1479.6000000000001,0.10651629072681704,-0.041853796934408216,3312.6000000000004,0.44360902255639095,-0.004483111021858943,2836.2000000000003,0.018796992481203006,-0.03267422301032269,17972.0,0.3684210526315789,0.0008858537803954347
10,969.0,88,576,0.9613095238095238,0.6451661417175695,0,785.8194014447885,1994.312693498452,5734.9473684210525,26441.08359133127,1663.0041279669763,5748.930856553147,6165.332301341589,16580.339525283798,4867.0,0.20949432404540763,-0.031612784780404114,4148.7,0.34262125902992774,-0.024180577673960084,8862.0,0.058823529411764705,-0.07411008163606832,44004.00000000004,0.9938080495356038,0.20771084710996562,3086.0,0.4891640866873065,0.01436940569164076,7599.800000000001,0.9597523219814241,0.09891054345367131,9264.400000000001,0.846233230134159,0.0370197452677848,19133.0,0.9029927760577915,0.035805429176430065
