cell_id,size,x,y,solidity,eccentricity,memref,DAPI,Opal_480,ICOS,CD4,CD8,FOXP3,CD3,Unstained,DAPI_local_90,DAPI_ratio_pixels,DAPI_otsu3,Opal_480_local_90,Opal_480_ratio_pixels,Opal_480_otsu3,ICOS_local_90,ICOS_ratio_pixels,ICOS_otsu3,CD4_local_90,CD4_ratio_pixels,CD4_otsu3,CD8_local_90,CD8_ratio_pixels,CD8_otsu3,FOXP3_local_90,FOXP3_ratio_pixels,FOXP3_otsu3,CD3_local_90,CD3_ratio_pixels,CD3_otsu3,Unstained_local_90,Unstained_ratio_pixels,Unstained_otsu3
1,1414.0,664,183,0.9321028345418588,0.7480317235655047,0,5511.0657708628005,325.3833097595474,2047.101838755304,6277.003536067892,5612.460396039604,2765.7503536067893,651.7850070721358,2198.0148514851485,17462.0,0.3041018387553041,0.0022900768049306,394.0,0.1456859971711457,-0.0197456184845045,3189.7,0.3083451202263083,-0.0245141500048175,10992.9,0.2326732673267326,-0.0434873610043587,10275.4,0.1994342291371994,-0.0540086040052594,5361.800000000001,0.2432814710042432,-0.0187246745745629,1402.7,0.0,-0.0421203744414512,4027.7,0.3486562942008486,-0.0089541085052985
2,524.0,867,588,0.940754039497307,0.722970131205127,1,10277.047709923663,508.3148854961832,4003.9809160305344,13239.820610687022,12865.606870229009,6901.028625954198,1965.0725190839696,3827.7519083969464,14123.5,0.9236641221374046,0.11068175156183,596.7,0.9866412213740458,0.0493112239981816,4675.8,1.0,0.1107508722717587,16942.199999999997,1.0,0.0664298725166075,14243.7,1.0,0.0577312624917811,10277.3,0.9809160305343512,0.0446580373232254,2673.7999999999997,0.1221374045801526,-0.0128633901246665,4486.9,0.9866412213740458,0.1103968293864479
3,892.0,133,713,0.9389473684210526,0.9282824295839874,1,6074.048206278027,316.0033632286995,2750.2208520179374,23924.83071748879,11684.998878923769,2853.0280269058294,3638.9955156950673,3110.091928251121,14308.6,0.4282511210762332,0.0150938620088248,415.0,0.2365470852017937,-0.0232865571522463,3182.0,0.8307174887892377,0.0240874269124861,37118.5,0.984304932735426,0.2351068230233762,16667.8,0.7365470852017937,0.0395431589144947,4222.7,0.1423766816143497,-0.0173869422002233,7100.9,0.6109865470852018,0.024427712098892,4502.9,0.6905829596412556,0.057840258156435
4,573.0,479,520,0.9317073170731708,0.5407760644359938,0,8035.378708551483,231.4712041884817,2011.1832460732985,24137.027923211168,5364.44502617801,2398.2478184991273,2704.544502617801,2872.0122164048867,15546.000000000002,0.6352530541012217,0.059699968496736,298.0,0.0,-0.055197526967353,2671.6000000000004,0.2635253054101221,-0.0269969448262736,32293.0,0.9598603839441536,0.2384566352565461,9082.200000000008,0.0994764397905759,-0.05782945670914,4446.400000000001,0.1745200698080279,-0.0243575016227928,4197.200000000002,0.5305410122164049,0.0036103218592452,4456.8,0.6561954624781849,0.0404049076001381
5,1024.0,199,711,0.9696969696969696,0.8739316778568059,1,5841.091796875,272.9306640625,2085.0048828125,8823.2021484375,11299.396484375,3518.4267578125,1209.1005859375,2383.8486328125,12151.7,0.482421875,0.0097957858340914,326.0,0.005859375,-0.039546541737448,2621.0,0.26171875,-0.0218941842857883,11242.1,0.451171875,-0.0032922640389685,16547.5,0.654296875,0.0336026804971422,5550.7,0.421875,-0.0071881663789601,1639.0,0.0,-0.0297046825223333,3751.1,0.51171875,0.0046551028698278
6,984.0,1019,203,0.9637610186092068,0.7350450961889851,0,6585.243902439024,367.484756097561,2395.903455284553,10171.918699186992,5158.598577235773,1916.1605691056911,1109.8119918699188,2355.4085365853657,20430.1,0.3302845528455284,0.0267198728380492,461.7000000000001,0.4095528455284553,-0.0038522827585651,3470.4,0.4176829268292683,-0.0004039947183553,16927.5,0.5121951219512195,0.0179990021933033,7777.1,0.0264227642276422,-0.0610006672734856,2735.4,0.0,-0.0317466046590332,2444.4,0.0823170731707317,-0.0319166009430155,3664.8,0.4817073170731707,0.0025723422526814
7,548.0,148,448,0.9272419627749576,0.6550671077149516,0,9979.744525547443,302.05109489051097,2156.9945255474454,9745.545620437955,9897.009124087592,3796.4890510948903,1443.1934306569342,2737.507299270073,17400.6,0.8266423357664233,0.1039202508937331,355.3,0.041970802919708,-0.0285535516173986,2799.3,0.218978102189781,-0.0169180563577489,15558.9,0.3759124087591241,0.0112681418588065,14480.3,0.5237226277372263,0.0119979084201844,5711.6,0.4160583941605839,-0.0029262180736647,2617.3,0.1076642335766423,-0.0244896396440711,4071.7,0.6131386861313869,0.0305546756605692
8,1000.0,12,476,0.9765625,0.6900755980657733,0,6989.231,394.254,2259.548,8432.596,9016.701,2359.388,812.962,2589.222,18690.5,0.431,0.0359076621844439,711.2,0.292,0.0062531320781427,3600.0,0.314,-0.0098292698468929,13119.100000000002,0.349,-0.0094584962941622,14762.9,0.435,-0.0015638626831353,3782.1,0.048,-0.0249531182942997,1637.8000000000002,0.001,-0.0385297267643913,4290.6,0.51,0.0196952615800073
9,594.0,492,502,0.911042944785276,0.6419029354498542,0,8024.176767676768,328.969696969697,2419.010101010101,24206.089225589225,6884.299663299664,2048.946127946128,1444.047138047138,2950.759259259259,16151.4,0.5976430976430976,0.0594452052291737,397.10000000000014,0.1835016835016835,-0.0183917539280117,3101.5,0.6144781144781145,0.0011932020553743,41344.5,0.8888888888888888,0.2395468588283273,15444.6,0.2205387205387205,-0.0344150179064463,3371.8,0.0101010101010101,-0.029711358596767,2997.8,0.1750841750841751,-0.0244706210335248,4384.7,0.7037037037037037,0.0461718093104547
10,1646.0,18,34,0.9716646989374262,0.5822441085747073,0,4915.73815309842,271.44957472660997,2047.6992709599028,6450.181044957472,7916.280680437424,3119.0729040097203,561.2946537059538,2164.7029161603887,14928.8,0.3165249088699878,-0.0112493277382665,326.0,0.0072904009720534,-0.0401056543595281,2966.0,0.3110571081409477,-0.0244728537993431,10048.5,0.2041312272174969,-0.04075352605204,14664.0,0.3839611178614824,-0.018516618295629,6108.5,0.3256379100850546,-0.0133091886158711,975.5,0.0,-0.0441362885691954,4002.0,0.3724179829890644,-0.0113936497227837
